module_age_years,ambient_temp_c,module_temp_c,relative_humidity_pct,daily_temp_swing_c,irradiance_kwh_m2_day,soiling_index,annual_degradation_rate_pct,cumulative_degradation_pct,current_power_ratio,fault_flag
7.07,34.9,60.29,51.13,20.59,6.3,0.951,1.0727,6.737,0.9326,0
15.35,21.49,36.21,83.06,9.82,5.75,0.395,0.3527,9.052,0.9095,0
23.5,29.42,52.21,16.9,23.1,6.14,0.606,0.5717,13.768,0.8623,0
8.94,30.82,55.04,81.75,17.9,5.61,0.523,0.8685,8.454,0.9155,0
14.15,26.77,52.38,54.78,5.2,5.39,0.876,0.4939,7.302,0.927,0
7.76,31.24,46.01,68.86,18.77,4.65,0.369,0.5373,3.691,0.9631,0
4.66,25.87,47.48,44.92,6.2,6.09,0.434,0.3174,5.181,0.9482,0
5.28,22.81,54.83,44.49,22.85,6.33,0.843,0.8282,3.793,0.9621,0
1.92,40.84,73.13,17.54,16.26,5.13,0.161,1.1428,1.719,0.9828,0
23.76,36.39,64.32,48.9,30.96,5.07,0.594,1.107,26.794,0.7321,1
10.37,21.91,45.94,47.67,25.5,6.95,0.4,0.4128,4.771,0.9523,0
20.94,32.55,48.52,32.98,10.58,5.18,0.986,0.4294,10.121,0.8988,0
17.19,22.06,48.37,34.79,3.85,5.28,0.721,0.1963,2.475,0.9752,0
5.2,18.52,39.57,61.73,12.71,5.73,0.011,0.1801,0.377,0.9962,0
4.8,36.27,61.63,40.42,9.45,5.09,0.839,0.6286,4.146,0.9585,0
20.39,14.37,32.57,81.42,30.78,4.3,0.703,0.8233,19.731,0.8027,1
6.99,35.41,56.38,23.91,17.93,5.62,0.561,0.4948,3.72,0.9628,0
22.88,25.98,48.96,61.21,24.53,5.16,0.236,0.4503,11.895,0.8811,0
3.93,26.31,49.79,27.8,16.0,7.23,0.149,0.4258,1.168,0.9883,0
17.1,31.28,56.24,57.26,16.74,6.07,0.628,0.869,14.974,0.8503,1
20.45,32.65,51.17,59.2,17.77,4.54,0.44,0.5227,10.426,0.8957,0
6.26,21.39,35.33,66.38,25.75,6.0,0.862,0.558,1.115,0.9888,0
7.27,33.74,65.49,49.19,20.18,5.54,0.262,1.1377,7.348,0.9265,0
24.13,28.91,65.84,55.76,10.6,6.64,0.638,1.1002,29.669,0.7033,1
6.98,17.95,42.64,29.48,29.36,4.62,0.249,0.598,3.699,0.963,0
11.03,26.64,40.7,52.04,15.95,5.41,0.636,0.3089,3.303,0.967,0
11.1,39.05,56.41,44.84,14.81,5.09,0.048,0.5729,6.224,0.9378,0
6.7,41.41,66.47,68.29,2.0,5.26,0.392,0.8992,8.288,0.9171,1
19.51,33.74,63.79,49.79,22.44,4.23,0.173,0.8619,16.441,0.8356,1
19.41,18.48,33.2,77.35,18.71,5.83,0.606,0.5584,12.445,0.8755,0
9.77,31.92,53.18,49.08,18.7,5.66,0.317,0.6944,7.054,0.9295,0
20.96,34.81,57.98,33.86,15.18,6.61,0.772,0.7162,16.424,0.8358,0
5.72,33.81,60.99,36.9,13.97,5.19,0.115,0.4354,3.057,0.9694,0
0.61,34.28,54.22,18.62,15.41,4.75,0.556,0.373,0.325,0.9968,0
14.49,30.91,43.52,58.19,21.24,6.07,0.594,0.4226,8.154,0.9185,0
24.85,27.42,53.15,81.47,22.47,4.33,0.022,0.6969,18.981,0.8102,0
1.45,23.13,51.88,76.53,16.38,6.39,0.036,0.4369,3.528,0.9647,1
5.6,12.82,34.32,50.02,24.64,6.39,0.308,0.397,2.452,0.9755,0
13.21,30.72,55.15,30.69,17.45,6.58,0.609,0.7857,8.193,0.9181,0
20.34,29.49,48.64,84.08,14.47,5.61,0.963,0.6932,16.396,0.836,0
2.68,32.46,49.39,19.54,19.39,4.66,0.091,0.4241,1.833,0.9817,0
10.18,17.3,45.46,46.94,8.48,5.32,0.703,0.2475,2.984,0.9702,0
18.8,33.16,57.49,83.53,19.63,5.62,0.693,0.7637,15.026,0.8497,0
9.6,44.44,69.38,46.45,7.2,4.58,0.669,0.9839,6.332,0.9367,0
5.13,28.63,59.64,24.43,10.81,6.67,0.516,0.4392,0.0,1.0,0
5.29,27.51,43.18,36.28,3.87,5.84,0.967,0.3505,4.716,0.9528,0
10.55,30.47,49.16,63.0,16.77,4.22,0.502,0.5437,5.202,0.948,0
12.25,44.26,67.21,27.16,29.27,7.27,0.838,1.1968,16.799,0.832,1
21.61,19.81,38.42,67.39,17.18,5.31,0.263,0.3601,6.505,0.9349,0
16.24,29.63,56.32,50.05,22.51,4.0,0.806,0.9173,14.03,0.8597,1
17.41,21.6,42.48,41.75,34.47,4.29,0.997,1.0329,20.074,0.7993,1
24.58,23.62,39.67,34.27,20.83,6.84,0.91,0.5514,15.064,0.8494,0
10.59,27.6,50.0,80.87,12.64,7.21,0.304,0.5406,7.048,0.9295,0
10.38,38.78,61.8,46.73,13.61,6.31,0.846,0.908,9.827,0.9017,1
23.12,42.41,70.02,74.08,18.0,6.65,0.095,1.582,37.759,0.6224,1
6.52,31.59,55.94,50.23,13.57,6.54,0.678,0.4014,1.697,0.983,0
18.38,24.99,49.75,22.35,14.09,5.81,0.342,0.5497,9.188,0.9081,0
18.99,47.94,71.86,50.24,24.9,5.56,0.659,1.4856,31.632,0.6837,1
2.9,24.58,45.45,55.62,25.18,5.79,0.412,0.5045,4.102,0.959,0
11.97,23.43,41.13,51.63,6.47,6.01,0.009,0.1716,0.871,0.9913,0
5.41,13.8,37.53,80.3,12.27,4.38,0.231,0.3392,0.163,0.9984,0
5.04,39.17,59.17,87.87,14.75,6.01,0.042,0.7741,3.462,0.9654,0
11.86,35.75,67.88,77.94,22.19,6.8,0.427,1.4153,17.876,0.8212,1
7.59,47.34,77.4,61.62,26.0,4.97,0.84,2.2548,17.072,0.8293,1
20.0,16.88,42.68,58.32,36.91,4.86,0.738,0.9223,20.48,0.7952,1
22.74,39.67,63.94,66.57,14.74,5.72,0.789,1.0768,25.883,0.7412,1
20.17,28.56,50.03,38.03,15.09,4.49,0.807,0.4417,9.942,0.9006,0
7.02,34.45,48.88,79.95,22.12,3.75,0.372,0.7122,9.206,0.9079,1
7.22,14.82,35.52,83.55,13.22,6.46,0.506,0.4794,2.829,0.9717,0
6.74,39.74,62.35,36.38,17.01,4.7,0.508,0.8983,8.973,0.9103,1
3.81,34.29,57.67,87.23,15.09,5.22,0.113,0.8795,5.822,0.9418,1
23.62,27.69,52.51,82.9,2.0,4.53,0.598,0.7083,19.139,0.8086,1
10.35,33.16,60.69,48.96,18.86,6.6,0.72,0.9396,6.967,0.9303,0
6.0,21.88,39.72,87.72,16.72,6.14,0.611,0.7779,4.898,0.951,0
21.24,23.36,41.27,24.64,26.9,4.94,0.746,0.6865,15.064,0.8494,0
10.28,24.29,55.0,17.24,18.04,3.9,0.119,0.4738,5.32,0.9468,0
1.36,13.18,39.8,42.83,9.22,4.82,0.761,0.2,0.0,1.0,0
4.47,34.89,54.55,60.23,16.19,5.83,0.208,0.5483,3.807,0.9619,0
16.16,37.53,58.89,43.12,3.36,5.41,0.877,0.6089,12.323,0.8768,0
19.68,22.39,43.77,90.37,9.52,5.32,0.245,0.4857,12.666,0.8733,0
5.67,30.79,52.98,35.38,22.45,5.43,0.492,0.5253,2.507,0.9749,0
22.98,25.88,50.71,37.5,16.27,6.03,0.487,0.601,13.566,0.8643,0
21.35,30.63,67.84,65.79,24.46,5.15,0.269,1.167,26.835,0.7316,1
21.29,22.98,46.12,15.31,4.23,5.7,0.362,0.0902,6.151,0.9385,0
6.08,20.93,46.91,73.2,16.3,4.11,0.186,0.432,2.919,0.9708,0
1.74,36.42,48.3,45.2,14.67,8.0,0.57,0.3629,1.401,0.986,0
21.75,27.49,46.58,93.22,24.69,4.89,0.913,0.6695,15.555,0.8445,0
7.99,44.18,73.55,70.31,22.71,5.42,0.317,1.7092,13.107,0.8689,1
15.66,28.37,52.78,19.18,22.5,5.82,0.508,0.5038,9.793,0.9021,0
19.12,20.59,25.59,22.41,28.79,4.75,0.862,0.5347,11.171,0.8883,0
3.64,37.82,63.86,22.05,15.42,5.21,0.452,0.7313,3.409,0.9659,0
19.63,33.05,66.56,91.21,27.35,5.2,0.831,1.6283,33.972,0.6603,1
23.49,33.81,43.84,69.72,10.69,4.19,0.446,0.3646,10.7,0.893,0
18.35,37.52,68.64,49.21,10.43,5.68,0.44,1.1956,23.904,0.761,1
11.31,22.78,28.15,31.04,23.27,3.39,0.157,0.4632,4.316,0.9568,0
21.98,26.98,54.61,84.89,7.47,7.13,0.125,0.672,14.664,0.8534,0
13.42,26.63,48.58,31.12,22.01,6.07,0.611,0.5579,8.056,0.9194,0
18.75,17.67,25.57,71.53,18.71,5.9,0.827,0.3558,7.727,0.9227,0
20.6,25.89,50.57,76.07,25.5,3.29,0.135,0.7341,15.528,0.8447,0
18.86,38.69,67.6,38.57,17.58,4.33,0.91,1.1503,23.189,0.7681,1
7.55,29.9,54.08,55.39,18.39,6.73,0.359,0.7521,7.432,0.9257,0
3.39,17.23,42.74,32.84,21.56,8.0,0.425,0.2367,2.832,0.9717,0
6.34,15.55,35.08,45.31,13.36,6.51,0.894,0.3131,4.507,0.9549,0
12.82,41.32,52.15,92.21,13.06,6.34,0.896,0.8224,8.967,0.9103,0
12.88,27.28,53.43,70.45,21.32,5.78,0.525,0.7198,7.948,0.9205,0
14.77,22.82,55.32,82.73,17.79,4.27,0.277,0.6518,9.895,0.901,0
10.18,25.81,54.59,58.25,15.15,6.29,0.172,0.4128,4.744,0.9526,0
19.78,16.18,26.25,34.12,17.42,3.99,0.272,0.3113,6.949,0.9305,0
22.87,39.38,52.3,72.03,29.16,3.87,0.781,0.8073,19.048,0.8095,1
6.54,24.86,41.78,55.05,14.9,3.8,0.325,0.1224,0.501,0.995,0
18.54,38.94,51.38,29.15,14.7,6.27,0.695,0.5791,12.606,0.8739,0
17.11,28.41,50.68,47.99,6.05,5.14,0.195,0.4062,5.696,0.943,0
13.32,39.44,63.8,65.79,17.7,5.31,0.479,0.9961,17.76,0.8224,1
5.12,30.05,43.47,73.83,22.6,5.18,0.352,0.426,2.352,0.9765,0
19.98,34.83,61.49,34.46,23.85,3.96,0.504,0.8448,19.821,0.8018,1
24.04,33.75,59.36,85.08,18.76,4.46,0.57,1.1272,27.756,0.7224,1
18.18,32.99,51.7,45.36,24.69,4.52,0.991,0.5295,11.613,0.8839,0
22.99,30.78,51.75,36.69,23.12,3.65,0.9,0.4645,12.35,0.8765,0
24.61,26.14,36.44,30.61,25.79,4.65,0.696,0.4157,13.327,0.8667,0
9.13,43.32,63.33,79.33,24.89,4.01,0.154,1.1691,10.685,0.8932,1
16.14,20.74,42.79,43.33,28.99,5.84,0.919,0.6166,13.366,0.8663,0
12.11,28.03,51.05,53.67,16.81,5.93,0.893,0.6525,5.982,0.9402,0
24.67,28.12,52.39,32.83,8.71,3.78,0.887,0.5822,17.62,0.8238,0
2.8,31.22,54.68,69.89,22.65,4.87,0.479,0.794,2.47,0.9753,0
10.6,24.56,44.98,77.48,23.46,7.24,0.171,0.6371,5.512,0.9449,0
21.95,30.52,54.24,42.15,28.99,4.12,0.754,0.845,23.17,0.7683,1
7.46,26.65,54.66,90.61,26.97,5.67,0.389,1.0016,10.771,0.8923,1
19.8,15.34,36.77,17.45,31.62,5.32,0.345,0.4392,6.463,0.9354,0
9.88,28.08,51.98,25.64,22.34,6.4,0.391,0.4488,5.115,0.9488,0
24.51,19.2,40.08,62.1,19.6,5.53,0.559,0.281,9.722,0.9028,0
22.15,14.12,32.24,71.11,8.31,4.73,0.334,0.2049,6.686,0.9331,0
7.88,29.09,54.23,35.05,20.16,5.27,0.69,0.6428,7.84,0.9216,0
19.37,31.9,50.57,59.33,14.13,5.29,0.648,0.3571,10.22,0.8978,0
8.75,32.21,56.53,40.47,19.48,5.1,0.509,0.6545,6.488,0.9351,0
15.36,32.54,54.71,59.33,18.38,3.75,0.054,0.4677,11.729,0.8827,0
16.63,12.54,32.72,67.75,21.3,6.57,0.937,0.3568,8.379,0.9162,0
20.83,17.11,37.14,92.82,17.32,6.37,0.412,0.3814,8.651,0.9135,0
1.1,43.79,62.74,51.46,24.55,4.05,0.449,0.8505,0.035,0.9996,0
5.89,19.62,31.75,66.86,2.0,4.87,0.456,0.2755,3.846,0.9615,0
17.94,32.89,57.18,61.24,19.33,4.95,0.365,0.6999,12.263,0.8774,0
14.31,22.5,45.89,40.4,26.42,3.93,0.675,0.6763,9.705,0.9029,0
12.64,28.64,55.74,35.25,31.09,3.15,0.014,0.7233,9.329,0.9067,0
1.85,22.93,41.75,94.03,23.12,4.46,0.874,0.6286,1.778,0.9822,0
9.03,32.49,65.86,31.55,29.79,4.81,0.102,1.3297,12.03,0.8797,1
21.69,29.09,48.82,78.22,19.18,3.61,1.0,0.4895,9.821,0.9018,0
1.26,24.41,41.16,26.73,18.02,5.39,0.628,0.5145,2.578,0.9742,0
10.21,19.6,35.64,79.35,21.71,6.48,0.066,0.5851,5.72,0.9428,0
23.66,30.14,41.74,29.86,17.98,6.13,0.562,0.4614,15.826,0.8417,0
1.75,18.3,49.49,92.37,12.52,5.06,0.331,0.5704,1.522,0.9848,0
18.87,31.42,61.65,69.88,14.39,3.18,0.953,1.1055,24.049,0.7595,1
6.81,49.01,74.62,22.21,10.21,5.99,0.755,1.424,10.956,0.8904,1
21.73,38.8,55.42,70.45,21.7,5.36,0.507,0.7026,18.818,0.8118,1
18.78,33.75,66.61,63.29,18.08,5.67,0.43,1.099,22.671,0.7733,1
22.2,27.32,47.2,42.0,15.48,7.33,0.996,0.4369,11.512,0.8849,0
5.79,12.49,32.88,35.86,14.03,4.29,0.667,0.1656,2.928,0.9707,0
13.52,17.42,48.05,72.5,21.54,2.04,0.514,0.6964,14.16,0.8584,1
19.59,38.26,64.22,74.31,23.46,4.04,0.398,1.0919,22.115,0.7789,1
6.52,21.68,56.89,41.18,10.09,5.73,0.325,0.5266,4.946,0.9505,0
6.15,22.41,45.9,85.1,8.99,5.23,0.705,0.3476,2.313,0.9769,0
1.17,26.67,46.29,36.51,24.68,3.86,0.588,0.5381,1.475,0.9852,0
23.98,19.5,37.83,20.59,8.37,3.64,0.848,0.1378,4.987,0.9501,0
17.9,18.19,29.1,62.99,21.83,4.81,0.554,0.2501,1.926,0.9807,0
16.07,27.6,47.92,23.57,29.32,3.83,0.582,0.6394,10.795,0.892,0
18.73,20.87,49.74,37.13,29.33,5.77,0.477,0.8142,17.983,0.8202,1
13.52,22.07,47.66,55.57,23.17,4.75,0.763,0.6467,8.129,0.9187,0
12.17,21.75,43.87,37.91,22.96,4.51,0.415,0.5088,8.254,0.9175,0
11.51,32.18,48.21,32.2,33.76,4.37,0.852,0.8198,10.241,0.8976,0
16.19,26.14,49.5,71.25,2.0,5.49,0.327,0.3935,6.915,0.9308,0
5.44,26.57,54.65,58.76,14.75,5.25,0.693,0.71,5.505,0.9449,0
22.26,32.78,57.36,82.18,23.94,5.42,0.893,0.9714,24.176,0.7582,1
20.39,26.86,49.86,61.5,15.64,5.4,0.769,0.6385,14.956,0.8504,0
9.06,25.77,42.99,53.68,26.68,5.12,0.343,0.6792,8.173,0.9183,0
14.68,31.76,58.97,35.9,17.72,4.06,0.706,0.6082,9.997,0.9,0
3.96,33.35,38.35,78.37,18.92,4.4,0.207,0.3072,0.0,1.0,0
24.32,26.82,51.12,30.75,16.08,4.77,0.058,0.3284,9.013,0.9099,0
22.62,28.64,66.07,34.38,14.34,7.47,0.791,0.8241,17.134,0.8287,0
23.09,21.75,34.7,82.33,14.17,3.72,0.808,0.328,10.176,0.8982,0
8.64,21.11,41.67,74.3,19.9,4.74,0.023,0.545,6.501,0.935,0
4.64,34.15,56.11,64.03,12.58,5.31,0.948,0.5912,4.416,0.9558,0
5.69,31.56,50.78,18.11,24.67,4.87,0.446,0.7201,5.065,0.9494,0
2.71,31.64,59.86,25.18,22.57,6.38,0.905,0.795,3.797,0.962,0
3.44,30.25,55.08,55.0,25.7,4.86,0.788,1.0433,1.063,0.9894,0
2.25,28.37,51.28,74.71,10.1,4.94,0.901,0.5269,1.043,0.9896,0
24.75,33.57,60.35,52.13,6.1,6.1,0.833,0.722,17.232,0.8277,0
2.31,35.48,57.58,16.38,17.97,7.19,0.974,0.6078,0.854,0.9915,0
3.75,35.29,76.37,29.74,38.29,6.75,0.629,2.131,10.735,0.8926,1
20.77,27.19,50.1,62.1,26.86,5.05,0.227,0.8135,19.981,0.8002,1
14.72,39.1,62.27,70.54,14.12,5.15,0.39,0.9659,16.045,0.8395,1
19.47,29.83,41.56,17.67,20.97,5.25,0.752,0.5496,11.558,0.8844,0
15.96,33.06,51.8,18.47,23.09,5.36,0.157,0.3776,5.228,0.9477,0
22.11,30.26,59.14,35.9,8.42,4.27,0.93,0.7224,17.701,0.823,0
16.14,29.98,43.96,21.68,27.59,6.23,0.205,0.4179,9.436,0.9056,0
13.29,22.11,31.17,58.36,16.83,5.43,0.876,0.213,4.135,0.9587,0
17.96,33.61,55.8,24.9,17.37,5.15,0.484,0.5926,9.044,0.9096,0
11.46,50.0,80.22,66.86,18.17,3.8,0.841,2.4743,29.027,0.7097,1
8.98,25.0,47.26,77.18,26.01,5.27,0.958,0.7745,4.132,0.9587,0
11.96,28.57,48.55,92.64,12.71,3.12,0.422,0.6594,9.742,0.9026,0
4.66,24.43,35.28,90.87,6.05,4.56,0.697,0.4436,1.04,0.9896,0
20.02,24.1,48.81,36.87,20.26,4.58,0.227,0.6034,11.268,0.8873,0
6.89,40.36,66.32,17.35,3.69,5.52,0.801,0.7521,6.748,0.9325,0
4.26,22.62,33.93,41.35,15.89,7.27,0.82,0.5177,3.231,0.9677,0
6.54,24.21,53.01,71.68,26.31,5.83,0.295,0.9917,7.067,0.9293,0
21.13,15.3,41.89,19.78,22.05,6.79,0.024,0.3247,11.796,0.882,0
8.59,21.94,50.73,43.78,25.3,5.91,0.431,0.4435,5.17,0.9483,0
17.31,14.33,39.83,38.84,22.34,6.44,0.17,0.2324,3.917,0.9608,0
21.48,33.05,58.98,32.55,34.87,7.24,0.819,1.0803,25.417,0.7458,1
2.4,50.0,75.12,71.49,13.88,4.39,0.261,2.0187,4.423,0.9558,1
19.24,25.07,52.28,67.73,20.79,4.32,0.944,0.7201,17.081,0.8292,1
8.04,14.67,25.75,57.84,14.93,5.94,0.972,0.2631,2.859,0.9714,0
5.81,35.2,48.19,87.86,24.7,5.2,0.909,0.7377,5.078,0.9492,0
17.38,22.18,39.77,23.25,17.57,5.44,0.6,0.2041,2.131,0.9787,0
22.79,38.39,59.62,26.98,30.03,4.93,0.267,0.9925,24.207,0.7579,1
7.73,25.74,50.07,45.68,14.28,4.54,0.807,0.4747,3.839,0.9616,0
14.44,22.95,46.89,67.47,27.85,6.98,0.702,0.971,13.044,0.8696,1
7.6,26.58,55.28,61.73,22.15,3.99,0.977,0.8631,6.452,0.9355,0
14.08,34.06,62.95,20.92,17.77,5.96,0.377,0.8787,13.779,0.8622,1
15.74,26.18,42.95,91.67,21.8,5.78,0.059,0.5211,9.015,0.9099,0
15.45,24.03,47.46,39.41,19.83,3.46,0.998,0.403,4.697,0.953,0
15.78,26.41,43.32,43.72,20.49,4.29,0.838,0.3757,6.302,0.937,0
3.81,17.83,38.7,64.89,16.55,4.47,0.221,0.167,0.0,1.0,0
17.49,31.18,55.11,90.61,13.09,5.82,0.726,0.9414,17.76,0.8224,1
17.03,13.71,18.71,68.02,15.65,4.8,0.001,0.1289,3.27,0.9673,0
17.22,24.45,60.91,91.38,6.22,5.11,0.558,1.1284,19.706,0.8029,1
2.31,34.08,59.47,30.01,23.89,3.6,0.363,0.7697,1.076,0.9892,0
11.45,30.42,48.85,64.5,9.35,7.76,0.381,0.4125,5.328,0.9467,0
10.52,32.72,66.29,81.31,16.48,5.28,0.245,1.1214,13.819,0.8618,1
2.62,27.48,47.4,55.72,22.54,5.75,0.275,0.552,1.955,0.9804,0
5.95,37.36,60.15,43.97,23.88,4.61,0.455,0.8112,7.346,0.9265,1
11.3,35.4,54.47,93.78,5.58,4.48,0.248,0.8131,11.545,0.8845,1
18.7,31.57,63.48,26.28,17.36,7.3,0.466,0.7579,17.727,0.8227,1
6.31,35.42,56.79,47.87,21.22,3.09,0.577,0.7629,7.261,0.9274,1
20.83,34.0,56.9,84.87,18.36,5.51,0.711,1.0961,26.697,0.733,1
13.87,24.48,53.71,87.04,27.41,3.87,0.677,1.0038,12.694,0.8731,1
19.13,17.25,42.76,93.43,12.25,4.75,0.242,0.5294,12.32,0.8768,0
12.08,31.36,53.04,85.79,3.66,4.5,0.039,0.6235,10.079,0.8992,0
12.73,32.37,61.03,19.08,23.67,4.12,0.833,1.0733,16.557,0.8344,1
15.68,36.72,73.95,89.38,14.24,5.24,0.872,2.119,32.779,0.6722,1
23.24,20.51,44.41,49.25,5.69,2.38,0.979,0.4274,12.55,0.8745,0
12.55,20.75,43.45,67.13,16.89,4.85,0.96,0.4948,6.906,0.9309,0
13.45,31.68,54.7,46.54,26.61,5.1,0.634,0.6868,12.926,0.8707,1
15.25,27.43,57.29,80.09,9.16,3.7,0.894,0.6707,8.721,0.9128,0
18.57,12.91,31.32,61.07,34.35,6.86,0.448,0.8394,15.389,0.8461,0
2.26,31.0,51.33,82.64,12.13,4.55,0.787,0.5365,0.0,1.0,0
13.13,13.18,25.96,30.5,18.61,4.94,0.955,0.4311,6.517,0.9348,0
12.3,20.44,35.33,29.8,9.47,4.55,0.796,0.3071,8.067,0.9193,0
23.08,38.81,57.71,50.23,18.29,5.11,0.416,0.78,19.448,0.8055,1
12.59,42.6,64.26,15.38,17.06,6.64,0.378,0.7774,10.531,0.8947,0
11.97,18.27,50.89,70.43,7.57,7.92,0.292,0.4048,6.286,0.9371,0
24.07,25.36,50.58,38.68,37.78,6.02,0.367,0.9989,25.479,0.7452,1
11.54,28.34,44.87,59.58,14.53,6.4,0.821,0.4285,6.049,0.9395,0
4.93,42.25,59.88,20.6,14.54,7.09,0.702,0.5594,3.534,0.9647,0
5.81,24.06,54.31,28.65,24.78,5.47,0.25,0.8451,3.686,0.9631,0
2.83,24.18,52.94,64.83,30.7,6.93,0.712,0.8427,2.284,0.9772,0
0.51,40.39,62.56,39.45,25.89,6.07,0.379,0.8476,1.663,0.9834,0
11.08,25.0,44.35,32.18,9.59,5.36,0.558,0.2835,5.143,0.9486,0
19.35,33.78,62.53,33.31,19.5,5.59,0.37,0.9499,21.663,0.7834,1
18.47,16.18,32.22,32.19,4.83,3.2,0.522,0.05,2.54,0.9746,0
1.29,26.63,50.98,64.83,24.31,5.52,0.73,0.849,1.695,0.983,0
14.46,14.72,50.36,28.42,6.55,3.5,0.731,0.2819,6.034,0.9397,0
4.28,19.56,42.79,44.02,12.38,3.41,0.753,0.3696,0.703,0.993,0
23.56,34.71,52.06,70.03,17.98,5.41,0.391,0.5337,13.091,0.8691,0
4.6,27.6,52.06,56.09,21.12,3.97,0.69,0.8472,3.807,0.9619,0
15.85,25.45,44.63,62.78,16.17,5.19,0.239,0.401,5.085,0.9491,0
8.49,22.01,35.65,35.07,28.63,5.35,0.477,0.4461,4.767,0.9523,0
16.22,26.23,52.44,89.62,23.06,5.4,0.583,0.8284,16.029,0.8397,1
10.6,30.41,59.12,48.11,22.51,4.21,0.686,0.8285,8.048,0.9195,0
19.11,35.86,56.0,37.96,9.39,6.19,0.912,0.6054,13.409,0.8659,0
6.15,7.0,26.74,87.35,29.9,5.1,0.305,0.6048,2.865,0.9713,0
22.69,21.35,37.58,67.42,12.38,5.69,0.845,0.3721,8.244,0.9176,0
12.76,29.27,50.37,64.12,30.16,3.88,0.311,0.6121,11.787,0.8821,1
19.02,27.21,45.83,85.94,32.16,5.0,0.552,0.8424,15.487,0.8451,0
21.32,31.23,47.16,19.68,21.59,6.41,0.828,0.5988,11.99,0.8801,0
24.97,30.14,63.49,82.01,25.22,6.27,0.723,1.2502,33.295,0.667,1
5.99,25.56,50.36,69.23,2.0,4.32,0.863,0.5824,4.105,0.9589,0
7.53,23.79,49.22,43.8,16.63,4.6,0.815,0.4991,5.111,0.9489,0
6.64,26.04,53.34,35.51,25.72,4.11,0.276,0.6077,7.541,0.9246,1
6.94,37.19,63.82,23.38,24.47,4.48,0.993,1.1519,6.934,0.9307,0
14.77,22.14,41.67,90.29,9.46,3.66,0.937,0.2879,4.041,0.9596,0
24.84,27.5,51.13,26.35,15.94,5.05,0.43,0.3664,13.464,0.8654,0
24.76,29.47,49.85,35.76,2.0,5.9,0.047,0.4271,13.824,0.8618,0
13.41,40.48,65.11,70.29,20.89,4.34,0.303,1.3309,19.798,0.802,1
16.16,25.6,49.65,71.81,4.82,5.1,0.836,0.7658,12.256,0.8774,0
21.57,35.67,55.37,27.86,25.91,4.96,0.951,0.7861,20.176,0.7982,1
23.36,37.86,51.88,80.13,26.28,6.36,0.832,0.9408,24.846,0.7515,1
5.49,27.49,50.37,55.82,14.68,4.53,0.397,0.5511,3.494,0.9651,0
13.45,26.31,47.09,82.88,21.65,4.57,0.057,0.7057,9.166,0.9083,0
20.9,25.37,36.03,21.98,16.48,4.27,0.518,0.3199,8.159,0.9184,0
7.93,25.95,51.0,18.43,19.69,3.95,0.376,0.569,7.506,0.9249,0
11.28,34.83,62.63,65.96,9.97,5.78,0.123,0.8748,8.541,0.9146,0
24.65,29.85,67.02,27.0,22.36,5.05,0.106,1.066,26.64,0.7336,1
24.63,29.88,49.54,57.0,6.51,5.26,0.153,0.2561,6.957,0.9304,0
22.7,19.0,37.77,16.13,5.19,6.6,0.206,0.1451,4.093,0.9591,0
20.06,20.26,35.6,77.39,17.15,6.67,0.754,0.3727,8.664,0.9134,0
7.09,45.15,68.4,86.96,16.52,3.39,0.382,1.3456,11.357,0.8864,1
8.36,26.58,49.79,82.11,19.91,5.91,0.437,0.4807,5.079,0.9492,0
13.91,21.8,38.93,91.67,13.45,5.45,0.598,0.3965,6.289,0.9371,0
14.24,39.45,60.4,87.25,31.2,4.69,0.96,1.3608,20.535,0.7947,1
12.88,30.25,40.38,50.52,19.12,5.56,0.756,0.4423,7.326,0.9267,0
16.1,32.63,60.18,46.87,19.63,3.3,0.646,0.8472,11.717,0.8828,0
10.5,26.9,44.27,86.69,19.38,6.81,0.744,0.6381,8.901,0.911,0
18.85,25.45,47.24,89.16,25.02,5.77,0.719,0.7549,13.968,0.8603,0
8.67,26.64,40.08,92.83,22.03,4.25,0.69,0.4886,3.823,0.9618,0
8.6,16.94,35.44,76.47,21.09,4.56,0.496,0.5245,5.386,0.9461,0
3.62,27.3,47.62,31.16,23.15,3.33,0.567,0.4961,1.748,0.9825,0
5.12,30.37,52.3,90.6,5.23,4.85,0.461,0.5991,4.009,0.9599,0
21.34,42.8,67.68,90.77,5.49,4.67,0.395,1.3857,31.139,0.6886,1
11.43,28.69,59.32,68.29,17.47,3.74,0.271,0.7013,8.035,0.9197,0
6.08,9.33,35.72,83.58,16.62,6.05,0.355,0.3194,4.645,0.9535,0
19.1,27.25,55.02,59.89,22.06,6.6,0.429,0.6576,14.852,0.8515,0
14.07,49.92,80.59,90.53,18.14,5.17,0.579,2.9166,42.231,0.5777,1
1.02,34.93,60.35,22.51,22.07,4.86,0.5,0.8431,2.012,0.9799,0
8.25,21.51,43.29,84.12,9.28,5.68,0.108,0.4148,2.552,0.9745,0
4.84,32.73,60.78,19.44,17.92,5.18,0.34,0.8645,7.894,0.9211,1
16.57,22.06,50.5,42.13,8.61,4.01,0.376,0.501,7.399,0.926,0
7.24,17.17,43.06,25.83,20.71,4.48,0.707,0.6508,5.135,0.9487,0
2.09,25.21,38.49,53.33,4.85,4.87,0.333,0.2823,0.15,0.9985,0
1.85,28.73,45.68,33.58,20.44,5.47,0.008,0.4317,0.288,0.9971,0
